detector,mixture_ratio,training_seed,parameters,epochs_completed,selected_epoch,static_validation_accuracy,static_validation_macro_accuracy,static_baseline_accuracy,static_accuracy_delta,walking_validation_accuracy,walking_validation_macro_accuracy,walking_class_recall_json,walking_phase_accuracy_json,all_terrain_classes_covered,candidate_gate_pass,candidate_model_path,candidate_model_sha256,train_existing_windows,train_walking_windows,walking_effective_weight,train_class_count_json,existing_train_positive_windows,walking_train_positive_windows,passing_runtime_configs,best_runtime_config_json
slip,1.0,20261002,1237,40,,,,,,,,,,,,,464655c1e4e7ca1c2277bbcab754cbaf4d02c67dbc320bc71a2b48db5dab1514,6750,10473,1.0,,225,1291,0,null
slip,1.0,20261003,1237,40,,,,,,,,,,,,,2ec8a7bc23ed956756870f4d11f66cdc05ab24feb9ffe1278b4d2390b70ef631,6750,10473,1.0,,225,1291,0,null
sink,0.25,20261001,1221,28,,,,,,,,,,,,,876d12254a812abd025f892798f4b9d60f925c168ea337f89b6abd0046de93ea,6750,10174,0.25,,1475,1184,0,null
sink,0.25,20261002,1221,21,,,,,,,,,,,,,5a401e7a7d5ed529965d8967f21998a82c9ad6c381962b3b1e34fd47c98765e3,6750,10174,0.25,,1475,1184,0,null
sink,0.25,20261003,1221,37,,,,,,,,,,,,,6959edf7a75aa4655dee715dd96c37c0e6497aca5ec944c9136075fad45f2cdb,6750,10174,0.25,,1475,1184,0,null
sink,0.5,20261001,1221,24,,,,,,,,,,,,,b6b3e76025559de589f47975332d8462a02c05243a56f03e8b1706cb39ee03ca,6750,10174,0.5,,1475,1184,0,null
sink,0.5,20261002,1221,36,,,,,,,,,,,,,684dc0d3cba456206d77dc1f1fcc249a573a3c0dc70c400b4a51720994cd7567,6750,10174,0.5,,1475,1184,0,null
sink,0.5,20261003,1221,34,,,,,,,,,,,,,535ec14e2003a5373b583a5f108809635410e659689b1fb15732c3e1906a6864,6750,10174,0.5,,1475,1184,0,null
sink,1.0,20261001,1221,34,,,,,,,,,,,,,96904eab10a94dc63691a94eb86015f8f81c5f25780012241c58a6686693a807,6750,10174,1.0,,1475,1184,0,null
sink,1.0,20261002,1221,20,,,,,,,,,,,,,c99c8addd39cfafbea5f3b042b8ce57d558cf5a310ccd0e285e01560c4dc36d0,6750,10174,1.0,,1475,1184,0,null
sink,1.0,20261003,1221,40,,,,,,,,,,,,,b50f1a5188eb42dacf41fe9a93eec57c25c243f7e2043336f7097d00a51966b9,6750,10174,1.0,,1475,1184,0,null
