path,sha256_before,sha256_after,match
simulation/outputs/walking_v2_bilateral_bounded_training/candidate_selection.json,bc90a1ff0619e3170a1811a2c738527b06dc014779d080f0f322b3fe6bcb6402,bc90a1ff0619e3170a1811a2c738527b06dc014779d080f0f322b3fe6bcb6402,True
simulation/outputs/walking_v2_bilateral_bounded_training/terrain_validation_metrics.csv,24e3170613bcba937ee271c8dc90ecefabb92580e1f2c4b6a3a3566417d8ec3f,24e3170613bcba937ee271c8dc90ecefabb92580e1f2c4b6a3a3566417d8ec3f,True
simulation/outputs/walking_v2_bilateral_bounded_training/slip_validation_metrics.csv,4aa4e47e1f762c1d2fcfe6217e53968c1308b297716060e8e65b1082383fc6aa,4aa4e47e1f762c1d2fcfe6217e53968c1308b297716060e8e65b1082383fc6aa,True
simulation/outputs/walking_v2_bilateral_bounded_training/models/terrain_t2_seed_202608213.npz,afd4050cdf21fb55afa5108936be63c344321a94f2b7d9c102a256e25f833363,afd4050cdf21fb55afa5108936be63c344321a94f2b7d9c102a256e25f833363,True
simulation/outputs/walking_v2_bilateral_bounded_training/normalization/terrain_t2_seed_202608213.json,691bf93c33fa9a799ee8ed29c9e88645e60846a7f34ebc2a3cef7d3ef7bd668d,691bf93c33fa9a799ee8ed29c9e88645e60846a7f34ebc2a3cef7d3ef7bd668d,True
simulation/outputs/walking_v2_bilateral_bounded_training/configs/terrain_t2_seed_202608213.json,d7bb94912d54574e222cbe8948a3961c712f4cf30db6a86fd3a5071757fbeefa,d7bb94912d54574e222cbe8948a3961c712f4cf30db6a86fd3a5071757fbeefa,True
simulation/outputs/walking_v2_bilateral_bounded_training/models/slip_s1_seed_202608211.npz,f2e2fca6d138ac9175512b35a264b4c364fbd766325aee36b79f792594b6109c,f2e2fca6d138ac9175512b35a264b4c364fbd766325aee36b79f792594b6109c,True
simulation/outputs/walking_v2_bilateral_bounded_training/normalization/slip_s1_seed_202608211.json,64b76c9c4700be64d51ec13ee08da25352abd4f4af904261be2d331b911a5ad5,64b76c9c4700be64d51ec13ee08da25352abd4f4af904261be2d331b911a5ad5,True
simulation/outputs/walking_v2_bilateral_bounded_training/configs/slip_s1_seed_202608211.json,d40bc7f9d83de388691bb786e8c63ef1bd0c4764959b04f7bba2d9a30cf09152,d40bc7f9d83de388691bb786e8c63ef1bd0c4764959b04f7bba2d9a30cf09152,True
simulation/outputs/terrain_static_reference_v4/selected_model.keras,adcfa113b679327dc5bac0d4df7dcfceeb2f4dd703960665ecc491581d77df3b,adcfa113b679327dc5bac0d4df7dcfceeb2f4dd703960665ecc491581d77df3b,True
simulation/outputs/terrain_static_reference_v4/normalization.json,13ffc43275e142b6e9bd17cd367a99ff019746087ab7f5ce79a7cea0b9a25830,13ffc43275e142b6e9bd17cd367a99ff019746087ab7f5ce79a7cea0b9a25830,True
simulation/outputs/terrain_fast_reflex_v2_int8/slip/model_int8.tflite,c414ef1135fc0d44f139960faba55027843d7a4d9574318478e2f49eae3db66d,c414ef1135fc0d44f139960faba55027843d7a4d9574318478e2f49eae3db66d,True
simulation/outputs/terrain_fast_reflex_v2_int8/sink/model_int8.tflite,4dcccf97d5175876b6c5e6fb31dd2c74f67e4dd001042fd29d861c1aa8101948,4dcccf97d5175876b6c5e6fb31dd2c74f67e4dd001042fd29d861c1aa8101948,True
